response_id,ad_id,year,brand,respondent_age,respondent_gender,quality_profile,ad_likeability,memorability,emotional_impact,brand_recall,purchase_intent,completion_time,attention_check,open_feedback,timestamp,feedback_length,rating_variance,attention_passed,speeding_score,straightlining_score,average_rating,rating_range,word_count,lexical_diversity,text_quality_score,inconsistency_score,attention_score,overall_quality_score
R0003,AD_054,2017,Kia,18-24,Male,high_quality,5,2,3,4,3,164.77175875318375,Kia,Loved the creativity in this Kia spot. It stood out and made me smile.,2025-11-24 16:58:47.502015,70,1.2999999999999998,True,0.0,72.91666666666667,3.4,3,14.0,1.0,94.30379746835442,25.0,100,23.118407172995784
R0003,AD_198,2012,Coca-Cola,55+,Other,high_quality,3,5,2,4,3,107.45203429821032,Coca-Cola,Great execution by Coca-Cola. The ad was funny without being forced.,2025-10-29 16:58:47.502015,68,1.2999999999999998,True,10.893506935485549,72.91666666666667,3.4,3,11.0,1.0,85.34566699123661,0.0,100,24.428085349065007
R0003,AD_193,2013,Budweiser,45-54,Male,high_quality,3,5,2,2,4,147.7720263121734,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-09 16:58:47.502015,83,1.7,True,0.0,64.58333333333334,3.2,3,15.0,1.0,100.0,25.0,100,19.895833333333336
R0004,AD_099,2012,Hyundai,45-54,Other,high_quality,5,5,3,3,2,125.79129851568968,Hyundai,The Hyundai commercial was entertaining and the brand message came through clearly.,2025-11-10 16:58:47.503015,83,1.8,True,0.0,62.5,3.6,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,16.394230769230766
R0004,AD_116,2014,Toyota,18-24,Male,high_quality,5,5,2,4,4,131.01471651290828,Toyota,The Toyota commercial was entertaining and the brand message came through clearly.,2025-11-01 16:58:47.503015,82,1.5,True,0.0,68.75,4.0,3,12.0,0.9166666666666666,96.15384615384616,25.0,100,21.706730769230766
R0004,AD_221,2014,Budweiser,55+,Male,high_quality,3,3,4,4,3,147.42380938220626,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-18 16:58:47.503015,83,0.3,True,0.0,93.75,3.4,1,15.0,1.0,100.0,0.0,100,23.4375
R0004,AD_225,2012,Doritos,18-24,Other,high_quality,5,5,4,2,4,159.83927489633714,Doritos,This Doritos ad was well done. It held my attention and I'd consider the product.,2025-11-02 16:58:47.503015,81,1.5,True,0.0,68.75,4.0,3,15.0,1.0,100.0,25.0,100,20.9375
R0005,AD_101,2015,Kia,35-44,Male,high_quality,5,5,3,4,3,157.34037933189668,Kia,The Kia commercial was entertaining and the brand message came through clearly.,2025-11-12 16:58:47.504014,79,1.0,True,0.0,79.16666666666667,4.0,2,12.0,0.9166666666666666,96.15384615384616,0.0,100,20.560897435897434
R0005,AD_160,2012,Coca-Cola,35-44,Other,high_quality,2,5,4,2,4,92.07040943360045,Coca-Cola,Loved the creativity in this Coca-Cola spot. It stood out and made me smile.,2025-10-31 16:58:47.504014,76,1.7999999999999998,True,23.648990424197418,62.500000000000014,3.4,3,14.0,1.0,98.10126582278481,50.0,100,30.599443962702267
R0005,AD_179,2016,Budweiser,55+,Male,high_quality,2,5,4,3,2,124.48471427307436,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-10-27 16:58:47.504014,83,1.7,True,0.0,64.58333333333334,3.2,3,15.0,1.0,100.0,0.0,100,16.145833333333336
R0005,AD_109,2004,Bud Light,55+,Male,high_quality,5,4,3,3,2,152.08188744452437,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-10-28 16:58:47.504014,94,1.2999999999999998,True,0.0,72.91666666666667,3.4,3,14.0,1.0,100.0,0.0,100,18.229166666666668
R0006,AD_037,2018,Coca-Cola,35-44,Male,high_quality,2,5,2,4,4,152.3368704105296,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-24 16:58:47.504014,94,1.7999999999999998,True,0.0,62.500000000000014,3.4,3,13.0,1.0,100.0,25.0,100,19.375000000000004
R0006,AD_162,2008,Coca-Cola,18-24,Other,high_quality,5,5,4,4,2,131.3357551246013,Coca-Cola,The Coca-Cola commercial was entertaining and the brand message came through clearly.,2025-11-05 16:58:47.504014,85,1.5,True,0.0,68.75,4.0,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,17.956730769230766
R0006,AD_132,2016,Doritos,55+,Male,high_quality,5,5,3,4,4,118.15278348754477,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-10-27 16:58:47.504014,66,0.7,True,2.019722091372834,85.41666666666667,4.2,2,11.0,1.0,84.07984420642649,0.0,100,25.14411445279322
R0006,AD_192,2003,Budweiser,55+,Other,high_quality,5,5,4,2,4,94.3795323395935,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-14 16:58:47.504014,76,1.5,True,21.734109560825914,68.75,4.0,3,14.0,1.0,98.10126582278481,25.0,100,27.83747970369081
R0007,AD_215,2004,Bud Light,45-54,Other,high_quality,5,5,3,4,2,142.46101153977233,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-19 16:58:47.505014,85,1.7000000000000002,True,0.0,64.58333333333334,3.8,3,13.0,0.9230769230769231,100.0,0.0,100,16.145833333333336
R0007,AD_050,2007,Doritos,18-24,Other,high_quality,5,5,4,2,4,90.74304625311076,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-26 16:58:47.505014,83,1.5,True,24.74972973368451,68.75,4.0,3,12.0,0.9166666666666666,96.15384615384616,25.0,100,29.13164968933612
R0007,AD_233,2001,Doritos,18-24,Male,high_quality,5,5,2,4,2,83.59650620437333,Doritos,Loved the creativity in this Doritos spot. It stood out and made me smile.,2025-11-24 16:58:47.505014,74,2.3000000000000003,True,30.676124012277555,52.083333333333336,3.6,3,14.0,1.0,96.83544303797468,25.0,100,26.606581929421665
R0007,AD_184,2004,Bud Light,35-44,Other,high_quality,5,5,3,2,4,110.8125509718257,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-03 16:58:47.505753,85,1.7,True,8.10673926164467,64.58333333333334,3.8,3,13.0,0.9230769230769231,100.0,25.0,100,22.327855111826736
R0007,AD_015,2017,NFL,55+,Other,high_quality,3,5,2,3,3,147.2439476418426,NFL,The NFL commercial was entertaining and the brand message came through clearly.,2025-11-23 16:58:47.505753,79,1.2,True,0.0,75.0,3.2,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,19.519230769230766
R0008,AD_223,2015,Coca-Cola,35-44,Female,high_quality,3,3,4,2,4,126.0979259299245,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-25 16:58:47.506844,94,0.7,True,0.0,85.41666666666667,3.2,2,13.0,1.0,100.0,25.0,100,25.104166666666668
R0008,AD_202,2006,Pepsi,35-44,Male,high_quality,5,5,2,4,2,135.22542753629926,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-09 16:58:47.506844,81,2.3000000000000003,True,0.0,52.083333333333336,3.6,3,12.0,0.9166666666666666,96.15384615384616,25.0,100,17.540064102564102
R0008,AD_080,2015,Budweiser,45-54,Male,high_quality,3,5,4,3,2,92.83366177037172,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-12 16:58:47.506844,94,1.2999999999999998,True,23.016049973165707,72.91666666666667,3.4,3,13.0,1.0,100.0,0.0,100,25.133981658616378
R0009,AD_013,2002,Budweiser,55+,Male,high_quality,2,5,4,2,2,93.0952088089304,Budweiser,Great execution by Budweiser. The ad was funny without being forced.,2025-11-11 16:58:47.507842,68,2.0,True,22.79915748220836,58.333333333333336,3.0,3,11.0,1.0,85.34566699123661,0.0,100,24.353947179748516
R0009,AD_005,2020,Toyota,45-54,Male,high_quality,5,5,2,4,3,116.93419458226096,Toyota,"Really enjoyed this Toyota ad. Creative and memorable, would definitely share with friends.",2025-11-14 16:58:47.507842,91,1.7,True,3.0302584162209394,64.58333333333334,3.8,3,13.0,1.0,100.0,25.0,100,20.804910858199616
R0009,AD_218,2013,Pepsi,45-54,Female,high_quality,5,3,4,4,4,106.56935557001576,Pepsi,Great execution by Pepsi. The ad was funny without being forced.,2025-11-22 16:58:47.507842,64,0.5,True,11.625483826251342,89.58333333333334,4.0,2,11.0,1.0,82.81402142161636,0.0,100,29.320674196885467
R0009,AD_230,2013,Hyundai,25-34,Male,high_quality,4,5,4,4,2,99.1888420116309,Hyundai,Loved the creativity in this Hyundai spot. It stood out and made me smile.,2025-11-25 16:58:47.507842,74,1.2,True,17.745904761024924,75.0,3.8,3,14.0,1.0,96.83544303797468,0.0,100,24.70668282071254
R0009,AD_040,2018,Kia,45-54,Other,high_quality,4,2,2,4,4,107.46672698776086,Kia,"Really enjoyed this Kia ad. Creative and memorable, would definitely share with friends.",2025-10-30 16:58:47.507842,88,1.2,True,10.881322763747105,75.0,3.2,2,13.0,1.0,100.0,50.0,100,29.51439682912413
R0010,AD_000,2018,Toyota,18-24,Other,high_quality,2,3,2,4,2,127.2691249860978,Toyota,This Toyota ad was well done. It held my attention and I'd consider the product.,2025-11-07 16:58:47.508844,80,0.8,True,0.0,83.33333333333334,2.6,2,15.0,1.0,100.0,0.0,100,20.833333333333336
R0010,AD_226,2002,Pepsi,18-24,Female,high_quality,4,5,4,4,4,70.20082620573194,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-16 16:58:47.508844,79,0.1999999999999999,True,41.784727722661415,95.83333333333334,4.2,1,15.0,1.0,100.0,0.0,100,36.493751650131756
R0010,AD_047,2000,Budweiser,25-34,Other,high_quality,5,5,4,3,2,148.83277426087298,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-14 16:58:47.508844,76,1.7000000000000002,True,0.0,64.58333333333334,3.8,3,14.0,1.0,98.10126582278481,0.0,100,16.525580168776372
R0011,AD_161,2011,Hyundai,35-44,Female,high_quality,3,2,2,3,4,124.05850333664618,Hyundai,This Hyundai ad was well done. It held my attention and I'd consider the product.,2025-11-23 16:58:47.508844,81,0.7,True,0.0,85.41666666666667,2.8,2,15.0,1.0,100.0,0.0,100,21.354166666666668
R0011,AD_115,2003,Bud Light,25-34,Other,high_quality,5,5,3,2,3,76.6839123262229,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-10-29 16:58:47.508844,94,1.8,True,36.40851430608771,62.5,3.6,3,14.0,1.0,100.0,0.0,100,26.547554291826312
R0011,AD_066,2002,Budweiser,35-44,Male,high_quality,5,5,3,4,4,119.36433998329646,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-07 16:58:47.508844,76,0.7,True,1.0150175160610957,85.41666666666667,4.2,2,14.0,1.0,98.10126582278481,0.0,100,22.03841875692803
R0012,AD_095,2009,Bud Light,55+,Female,high_quality,5,5,4,2,2,117.89822119107822,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-11-23 16:58:47.509843,76,2.3,True,2.2308223618584617,52.08333333333335,3.6,3,15.0,1.0,98.10126582278481,0.0,100,14.069826877333915
R0012,AD_218,2013,Pepsi,55+,Male,high_quality,5,3,3,4,2,136.67293398546127,Pepsi,Loved the creativity in this Pepsi spot. It stood out and made me smile.,2025-11-20 16:58:47.509843,72,1.2999999999999998,True,0.0,72.91666666666667,3.4,3,14.0,1.0,95.56962025316456,0.0,100,19.115242616033758
R0012,AD_051,2009,Budweiser,35-44,Other,high_quality,5,5,4,3,3,150.4650731541065,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-24 16:58:47.509843,94,1.0,True,0.0,79.16666666666667,4.0,2,13.0,1.0,100.0,0.0,100,19.791666666666668
R0012,AD_094,2019,Toyota,35-44,Male,high_quality,2,5,3,2,4,129.07489949646268,Toyota,Loved the creativity in this Toyota spot. It stood out and made me smile.,2025-11-21 16:58:47.509843,73,1.7,True,0.0,64.58333333333334,3.2,3,14.0,1.0,96.20253164556962,50.0,100,24.405327004219412
R0012,AD_091,2013,Hyundai,55+,Other,high_quality,5,5,3,4,2,147.26545962770916,Hyundai,"Really enjoyed this Hyundai ad. Creative and memorable, would definitely share with friends.",2025-11-24 16:58:47.509843,92,1.7000000000000002,True,0.0,64.58333333333334,3.8,3,13.0,1.0,100.0,0.0,100,16.145833333333336
R0013,AD_208,2014,Bud Light,55+,Male,high_quality,3,5,4,4,2,135.0591779300143,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-22 16:58:47.509843,68,1.3,True,0.0,72.91666666666667,3.6,3,12.0,1.0,89.19182083739045,0.0,100,20.390802499188577
R0013,AD_017,2009,Pepsi,35-44,Male,high_quality,5,3,2,4,2,91.95417953440528,Pepsi,"Really enjoyed this Pepsi ad. Creative and memorable, would definitely share with friends.",2025-11-15 16:58:47.509843,90,1.7,True,23.745376116419674,64.58333333333334,3.2,3,13.0,1.0,100.0,25.0,100,27.019446168259236
R0013,AD_055,2007,Bud Light,45-54,Other,high_quality,5,5,4,2,2,130.36744114452765,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-01 16:58:47.510841,85,2.3,True,0.0,52.08333333333335,3.6,3,13.0,0.9230769230769231,100.0,0.0,100,13.020833333333337
R0013,AD_094,2019,Toyota,45-54,Male,high_quality,2,5,4,3,3,128.25998849831598,Toyota,The Toyota commercial was entertaining and the brand message came through clearly.,2025-11-18 16:58:47.510841,82,1.2999999999999998,True,0.0,72.91666666666667,3.4,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,18.998397435897434
R0013,AD_009,2020,Budweiser,18-24,Female,high_quality,2,5,4,4,3,78.45710862376637,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-11-20 16:58:47.510841,85,1.3000000000000005,True,34.938060027385305,72.91666666666666,3.6,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,29.479815444113022
R0014,AD_237,2001,NFL,25-34,Male,straight_liner,1,1,1,1,1,55.48975273337756,Toyota,ok,2025-11-14 16:58:47.510841,2,0.0,False,53.98414465224617,100.0,1.0,0,1.0,1.0,5.111976630963973,0.0,0,70.17284806948106
R0014,AD_203,2006,Pepsi,18-24,Female,straight_liner,3,3,3,3,3,54.8478585359312,Toyota,meh,2025-11-14 16:58:47.510841,3,0.0,False,54.51644672755326,100.0,3.0,0,1.0,1.0,5.744888023369036,0.0,0,70.20595641359218
R0014,AD_013,2002,Budweiser,55+,Female,straight_liner,1,1,1,1,1,65.38554355080791,Budweiser,fine,2025-11-21 16:58:47.511823,4,0.0,True,45.777885723782774,100.0,1.0,0,1.0,1.0,6.377799415774099,0.0,100,57.45780583398002
R0014,AD_085,2015,Doritos,35-44,Male,straight_liner,1,1,1,1,1,62.41769201216123,Toyota,nothing special,2025-11-15 16:58:47.511823,15,0.0,False,48.23902891452955,100.0,1.0,0,2.0,1.0,17.185978578383644,0.0,0,66.03451295868214
R0015,AD_136,2008,Bud Light,45-54,Other,high_quality,5,5,4,2,3,135.9391071027905,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-20 16:58:47.511823,83,1.7000000000000002,True,0.0,64.58333333333334,3.8,3,16.0,1.0,100.0,0.0,100,16.145833333333336
R0015,AD_085,2015,Doritos,45-54,Male,high_quality,5,5,4,4,4,103.5980419962592,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-15 16:58:47.511823,83,0.3,True,14.089497970624281,93.75,4.4,1,12.0,0.9166666666666666,96.15384615384616,0.0,100,28.43358016041805
R0015,AD_040,2018,Kia,35-44,Other,high_quality,3,4,2,4,4,125.49659987742504,Kia,Loved the creativity in this Kia spot. It stood out and made me smile.,2025-11-10 16:58:47.511823,70,0.7999999999999999,True,0.0,83.33333333333334,3.4,2,14.0,1.0,94.30379746835442,0.0,100,21.972573839662452
R0015,AD_206,2009,Doritos,45-54,Female,high_quality,5,5,3,4,3,117.60637023762617,Doritos,This Doritos ad was well done. It held my attention and I'd consider the product.,2025-11-22 16:58:47.512868,81,1.0,True,2.4728449082857713,79.16666666666667,4.0,2,15.0,1.0,100.0,0.0,100,20.5335201391524
R0015,AD_006,2020,Coca-Cola,45-54,Other,high_quality,5,4,2,4,4,98.96589379298152,Coca-Cola,This Coca-Cola ad was well done. It held my attention and I'd consider the product.,2025-11-17 16:58:47.512868,83,1.2000000000000002,True,17.930788500347088,75.0,3.8,3,15.0,1.0,100.0,25.0,100,27.879236550104125
R0016,AD_018,2004,Bud Light,18-24,Female,straight_liner,3,3,3,3,3,61.43811639407095,Budweiser,nothing special,2025-11-01 16:58:47.512868,15,0.0,False,49.051359258851214,100.0,3.0,0,2.0,1.0,17.185978578383644,0.0,0,66.27821206197864
R0016,AD_038,2013,Hyundai,35-44,Female,straight_liner,3,3,3,3,3,62.399543435870456,Pepsi,idk,2025-11-20 16:58:47.512868,3,0.0,False,48.25407894125028,100.0,3.0,0,1.0,1.0,5.744888023369036,0.0,0,68.32724607770128
R0016,AD_234,2016,Doritos,25-34,Other,straight_liner,1,1,1,1,1,60.33521990623761,Pepsi,meh,2025-11-05 16:58:47.512868,3,0.0,False,49.96595560768587,100.0,1.0,0,1.0,1.0,5.744888023369036,0.0,0,68.84080907763196
R0016,AD_229,2001,Bud Light,35-44,Male,straight_liner,1,1,1,1,1,63.98822567297387,Toyota,fine,2025-11-19 16:58:47.512868,4,0.0,False,46.9366361988514,100.0,1.0,0,1.0,1.0,6.377799415774099,0.0,0,67.8054309765006
R0017,AD_134,2002,Bud Light,18-24,Male,high_quality,5,3,4,2,3,90.4667114255559,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-10-29 16:58:47.512868,68,1.2999999999999998,True,24.978885259271536,72.91666666666667,3.4,3,12.0,1.0,89.19182083739045,0.0,100,27.884468076970037
R0017,AD_044,2017,NFL,25-34,Other,high_quality,4,5,4,4,3,111.2836093496874,NFL,Great execution by NFL. The ad was funny without being forced.,2025-11-14 16:58:47.512868,62,0.5,True,7.716105800360692,89.58333333333334,4.0,2,11.0,1.0,81.54819863680623,0.0,100,28.401025346080296
R0017,AD_203,2006,Pepsi,18-24,Male,high_quality,5,5,3,4,2,111.23158483400972,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-01 16:58:47.513876,81,1.7000000000000002,True,7.759248046812274,64.58333333333334,3.8,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,19.242838516607783
R0018,AD_243,2001,Budweiser,18-24,Other,straight_liner,1,1,1,1,1,60.53873251331223,Budweiser,nothing special,2025-11-22 16:58:47.513876,15,0.0,True,49.79718919177504,100.0,1.0,0,2.0,1.0,17.185978578383644,0.0,100,56.50196104185579
R0018,AD_043,2010,E-Trade,55+,Other,straight_liner,5,5,5,5,5,69.04249805166793,Pepsi,whatever,2025-10-29 16:58:47.513876,8,0.0,False,42.74529175758779,100.0,5.0,0,1.0,1.0,8.909444985394353,0.0,0,66.04169853019746
R0018,AD_137,2012,Coca-Cola,55+,Female,straight_liner,5,5,5,5,5,58.2772027580408,Pepsi,ok,2025-11-03 16:58:47.513876,2,0.0,False,51.67260259617853,100.0,5.0,0,1.0,1.0,5.111976630963973,0.0,0,69.47938545266076
R0018,AD_209,2005,Pepsi,45-54,Female,straight_liner,1,1,1,1,1,70.84484729349786,Toyota,fine,2025-11-02 16:58:47.513876,4,0.0,False,41.25066188607473,100.0,1.0,0,1.0,1.0,6.377799415774099,0.0,0,66.0996386826676
R0018,AD_240,2012,Budweiser,45-54,Other,straight_liner,1,1,1,1,1,68.33024506001915,Pepsi,nothing special,2025-11-24 16:58:47.513876,15,0.0,False,43.33594010291735,100.0,1.0,0,2.0,1.0,17.185978578383644,0.0,0,64.56358631519848
R0019,AD_168,2019,Bud Light,35-44,Female,high_quality,5,5,3,4,2,118.82773660447086,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-22 16:58:47.513876,85,1.7000000000000002,True,1.4600053244912152,64.58333333333334,3.8,3,13.0,0.9230769230769231,100.0,0.0,100,16.583834930680702
R0019,AD_099,2012,Hyundai,25-34,Other,high_quality,5,5,2,2,3,116.60215201677048,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-16 16:58:47.515381,66,2.3,True,3.3056105652262193,52.08333333333335,3.4,3,11.0,1.0,84.07984420642649,25.0,100,20.946547661615906
R0019,AD_089,2012,Bud Light,45-54,Male,high_quality,5,5,2,3,3,88.85332842046584,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-10-27 16:58:47.515381,83,1.8000000000000005,True,26.316811548823942,62.5,3.6,3,16.0,1.0,100.0,25.0,100,27.27004346464718
R0019,AD_206,2009,Doritos,55+,Female,high_quality,5,5,3,2,3,122.63087476839864,Doritos,Loved the creativity in this Doritos spot. It stood out and made me smile.,2025-11-02 16:58:47.515381,74,1.8,True,0.0,62.5,3.6,3,14.0,1.0,96.83544303797468,0.0,100,16.257911392405063
R0019,AD_098,2019,Coca-Cola,45-54,Other,high_quality,4,5,4,4,4,116.56845426801522,Coca-Cola,This Coca-Cola ad was well done. It held my attention and I'd consider the product.,2025-10-29 16:58:47.515381,83,0.1999999999999999,True,3.3335550172355397,95.83333333333334,4.2,1,15.0,1.0,100.0,0.0,100,24.958399838503997
R0020,AD_025,2019,Doritos,35-44,Female,high_quality,3,5,2,4,3,89.39548630185581,Doritos,Loved the creativity in this Doritos spot. It stood out and made me smile.,2025-11-05 16:58:47.515381,74,1.2999999999999998,True,25.86721757125556,72.91666666666667,3.4,3,14.0,1.0,96.83544303797468,0.0,100,26.6222433304484
R0020,AD_087,2016,NFL,45-54,Other,high_quality,2,3,4,4,2,99.99328827826425,NFL,This NFL ad was well done. It held my attention and I'd consider the product.,2025-11-09 16:58:47.515381,77,1.0,True,17.07880351769618,79.16666666666667,3.0,2,15.0,1.0,98.73417721518987,0.0,100,25.16847227893755
R0020,AD_165,2002,Bud Light,45-54,Other,high_quality,5,4,4,2,2,100.46213031468868,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-22 16:58:47.515381,68,1.7999999999999998,True,16.690007996607545,62.500000000000014,3.4,3,12.0,1.0,89.19182083739045,0.0,100,22.793638231504175
R0021,AD_034,2001,Bud Light,35-44,Female,straight_liner,3,3,3,3,3,50.45187079540297,Budweiser,nothing special,2025-11-16 16:58:47.516388,15,0.0,False,58.1618970316951,100.0,3.0,0,2.0,1.0,17.185978578383644,0.0,0,69.0113733938318
R0021,AD_223,2015,Coca-Cola,45-54,Female,straight_liner,3,3,3,3,3,55.12501644221612,Pepsi,whatever,2025-11-24 16:58:47.516388,8,0.0,False,54.28660864942425,100.0,3.0,0,1.0,1.0,8.909444985394353,0.0,0,69.50409359774841
R0021,AD_032,2010,Bud Light,55+,Male,straight_liner,3,3,3,3,3,59.109205086391405,Budweiser,idk,2025-11-24 16:58:47.516388,3,0.0,False,50.98265000305142,100.0,3.0,0,1.0,1.0,5.744888023369036,0.0,0,69.14581739624163
R0021,AD_022,2019,Hyundai,18-24,Male,straight_liner,1,1,1,1,1,68.43699148832684,Budweiser,whatever,2025-11-26 16:58:47.516388,8,0.0,False,43.24741874605534,100.0,1.0,0,1.0,1.0,8.909444985394353,0.0,0,66.19233662673773
R0022,AD_137,2012,Coca-Cola,25-34,Female,inconsistent,1,1,2,5,5,99.14294074708742,Wrong Brand,Hated this Coca-Cola ad but would buy the product anyway,2025-11-02 16:58:47.516388,56,4.2,False,17.783969193563674,12.50000000000001,2.8,4,10.0,1.0,73.90457643622202,50.0,0,31.179275470824702
R0022,AD_204,2015,Pepsi,35-44,Male,inconsistent,1,2,2,5,4,139.1580704586651,Wrong Brand,Worst commercial ever but very memorable somehow,2025-11-23 16:58:47.516388,48,2.7,False,0.0,43.75,2.8,4,7.0,1.0,57.30282375851996,50.0,0,36.97693524829601
